candidate_id,semantic_score,skill_match,matched_skills,experience,github,profile_score,response_rate,open_to_work,final_score
CAND_0043582,0.6461,0.16,"faiss, llms, pinecone, rag",11.0,-1.0,43.3,0.67,False,0.5888
CAND_0090385,0.6316,0.2,"embeddings, faiss, llms, pinecone, rag",11.3,-1.0,75.3,0.18,False,0.5888
CAND_0016369,0.6331,0.16,"embeddings, faiss, llms, rag",13.7,-1.0,51.9,0.74,False,0.5887
CAND_0070583,0.6676,0.16,"embeddings, langchain, llms, rag",14.2,-1.0,39.4,0.37,False,0.5886
CAND_0091469,0.6389,0.2,"embeddings, faiss, llms, pinecone, rag",14.5,-1.0,46.2,0.53,False,0.5885
CAND_0067485,0.6349,0.12,"faiss, llms, rag",14.0,4.0,73.7,0.5,False,0.5885
CAND_0091433,0.636,0.16,"embeddings, faiss, llms, rag",14.1,-1.0,34.8,0.3,True,0.5884
CAND_0000330,0.6353,0.16,"embeddings, langchain, llms, rag",12.0,-1.0,57.4,0.6,False,0.5884
CAND_0015207,0.6356,0.08,"embeddings, faiss",13.3,48.2,78.0,0.17,False,0.5884
CAND_0066841,0.6387,0.16,"faiss, langchain, llms, pinecone",9.5,-1.0,82.3,0.46,False,0.5883
CAND_0012432,0.6337,0.08,"embeddings, llms",14.8,-1.0,72.6,0.1,True,0.5881
CAND_0089228,0.641,0.08,"faiss, langchain",9.7,-1.0,68.5,0.23,True,0.5877
CAND_0088780,0.6406,0.16,"embeddings, faiss, langchain, rag",9.4,-1.0,80.0,0.51,False,0.5876
CAND_0011505,0.6423,0.16,"embeddings, faiss, langchain, llms",14.7,-1.0,76.8,0.13,False,0.5875
CAND_0028748,0.635,0.2,"embeddings, faiss, langchain, pinecone, rag",14.6,-1.0,62.0,0.3,False,0.5875
CAND_0088596,0.6345,0.2,"embeddings, langchain, llms, pinecone, rag",12.1,-1.0,51.6,0.48,False,0.5875
CAND_0056287,0.6384,0.08,"embeddings, llms",10.3,-1.0,75.4,0.61,False,0.5872
CAND_0091045,0.6336,0.24,"embeddings, faiss, langchain, llms, pinecone, rag",11.2,-1.0,37.0,0.52,False,0.5869
CAND_0097581,0.6324,0.12,"langchain, pinecone, rag",14.7,-1.0,44.2,0.35,True,0.5868
CAND_0061411,0.6376,0.12,"embeddings, langchain, pinecone",9.7,28.8,47.8,0.78,False,0.5867
CAND_0049191,0.6348,0.2,"embeddings, langchain, llms, pinecone, rag",12.3,-1.0,46.4,0.53,False,0.5865
CAND_0037030,0.6323,0.2,"embeddings, faiss, langchain, llms, pinecone",10.6,-1.0,50.6,0.5,False,0.5865
CAND_0017718,0.6455,0.24,"embeddings, faiss, langchain, llms, pinecone, rag",11.8,8.5,46.6,0.06,False,0.5864
CAND_0098176,0.6335,0.16,"embeddings, faiss, langchain, llms",8.9,30.9,78.2,0.64,False,0.5863
CAND_0095141,0.6361,0.24,"embeddings, faiss, langchain, llms, pinecone, rag",9.7,-1.0,31.6,0.75,False,0.5863
CAND_0047471,0.6338,0.04,rag,10.8,-1.0,81.2,0.09,True,0.5862
CAND_0046105,0.6473,0.16,"embeddings, llms, pinecone, rag",9.2,-1.0,84.9,0.4,False,0.5861
CAND_0012514,0.6463,0.16,"embeddings, faiss, langchain, pinecone",11.4,-1.0,59.9,0.3,False,0.5861
CAND_0099649,0.6352,0.16,"faiss, langchain, pinecone, rag",14.8,-1.0,83.7,0.08,False,0.5859
CAND_0055682,0.6411,0.12,"faiss, langchain, llms",14.0,36.7,25.3,0.12,True,0.5858
CAND_0040259,0.6471,0.2,"embeddings, faiss, langchain, llms, rag",8.8,-1.0,73.9,0.64,False,0.5857
CAND_0055573,0.6384,0.2,"embeddings, faiss, langchain, llms, rag",11.7,-1.0,70.0,0.05,False,0.5857
CAND_0035278,0.6367,0.16,"langchain, llms, pinecone, rag",12.4,-1.0,58.9,0.46,False,0.5856
CAND_0000915,0.6424,0.12,"embeddings, faiss, llms",9.3,26.1,78.5,0.44,False,0.5855
CAND_0071962,0.6326,0.08,"faiss, langchain",10.5,-1.0,43.2,0.52,True,0.5855
CAND_0088349,0.6397,0.2,"embeddings, faiss, llms, pinecone, rag",11.9,46.1,38.9,0.08,False,0.5855
CAND_0038690,0.6338,0.16,"embeddings, faiss, langchain, llms",13.4,33.5,47.4,0.36,False,0.5855
CAND_0026066,0.6383,0.12,"faiss, langchain, pinecone",12.2,-1.0,49.0,0.12,True,0.5853
CAND_0015750,0.6428,0.12,"embeddings, llms, rag",13.5,-1.0,53.9,0.63,False,0.5852
CAND_0093714,0.652,0.2,"embeddings, faiss, langchain, llms, rag",9.1,43.4,44.7,0.39,False,0.5851
CAND_0014968,0.6396,0.12,"faiss, llms, rag",11.4,-1.0,29.6,0.41,True,0.5849
CAND_0093631,0.6358,0.08,"faiss, langchain",10.7,-1.0,82.5,0.45,False,0.5847
CAND_0082088,0.6357,0.16,"embeddings, faiss, langchain, rag",13.9,-1.0,58.4,0.45,False,0.5846
CAND_0095111,0.6332,0.2,"embeddings, faiss, langchain, pinecone, rag",10.6,-1.0,26.8,0.15,True,0.5845
CAND_0022901,0.6337,0.16,"embeddings, faiss, langchain, llms",11.2,-1.0,52.3,0.58,False,0.5844
CAND_0027554,0.6462,0.16,"faiss, langchain, llms, rag",9.9,-1.0,32.9,0.76,False,0.5843
CAND_0089859,0.6401,0.16,"embeddings, faiss, langchain, llms",13.3,-1.0,60.2,0.34,False,0.5843
CAND_0033202,0.6401,0.16,"embeddings, faiss, llms, pinecone",14.3,-1.0,36.6,0.73,False,0.5842
CAND_0021997,0.642,0.16,"faiss, langchain, llms, pinecone",14.9,-1.0,43.5,0.58,False,0.5842
CAND_0093814,0.6395,0.24,"embeddings, faiss, langchain, llms, pinecone, rag",11.9,-1.0,40.1,0.27,False,0.5839
CAND_0061740,0.64,0.16,"embeddings, faiss, langchain, rag",14.7,-1.0,55.5,0.4,False,0.5838
CAND_0054916,0.632,0.16,"faiss, langchain, llms, pinecone",9.0,-1.0,82.8,0.73,False,0.5833
CAND_0053713,0.6319,0.2,"embeddings, faiss, llms, pinecone, rag",13.0,15.1,45.7,0.33,False,0.5832
CAND_0064215,0.6543,0.16,"embeddings, langchain, llms, rag",8.7,-1.0,33.0,0.72,True,0.5832
CAND_0019965,0.6361,0.12,"embeddings, llms, pinecone",13.0,16.3,52.4,0.53,False,0.583
CAND_0067126,0.6358,0.2,"embeddings, faiss, langchain, llms, pinecone",14.3,36.0,45.4,0.05,False,0.5829
CAND_0041053,0.6346,0.08,"faiss, rag",10.5,-1.0,62.6,0.74,False,0.5828
CAND_0010324,0.6389,0.16,"embeddings, faiss, langchain, rag",9.9,-1.0,67.3,0.25,False,0.5826
CAND_0004978,0.6335,0.2,"embeddings, langchain, llms, pinecone, rag",9.7,-1.0,54.1,0.48,False,0.5822
CAND_0001088,0.6494,0.2,"embeddings, faiss, langchain, llms, rag",8.1,-1.0,73.7,0.29,True,0.5822
CAND_0082237,0.6325,0.2,"embeddings, faiss, llms, pinecone, rag",9.3,43.9,55.0,0.31,False,0.5822
CAND_0056998,0.6345,0.2,"embeddings, faiss, langchain, pinecone, rag",11.0,9.2,53.7,0.17,False,0.582
CAND_0084956,0.6367,0.2,"faiss, langchain, llms, pinecone, rag",9.4,-1.0,70.1,0.35,False,0.5819
CAND_0076590,0.6394,0.2,"embeddings, faiss, langchain, llms, pinecone",9.0,-1.0,64.2,0.67,False,0.5819
CAND_0036487,0.6545,0.16,"embeddings, langchain, pinecone, rag",9.7,-1.0,57.3,0.26,False,0.5817
CAND_0016666,0.6544,0.12,"embeddings, langchain, pinecone",11.0,4.1,42.9,0.46,False,0.5817
CAND_0050394,0.6372,0.2,"embeddings, langchain, llms, pinecone, rag",14.6,-1.0,56.4,0.16,False,0.5816
CAND_0066843,0.6483,0.12,"embeddings, faiss, rag",13.0,-1.0,47.1,0.53,False,0.5816
CAND_0089814,0.6406,0.16,"faiss, langchain, llms, pinecone",13.5,12.1,28.3,0.65,False,0.5816
CAND_0059839,0.6326,0.2,"embeddings, faiss, langchain, llms, pinecone",9.5,-1.0,44.5,0.75,False,0.5811
CAND_0074450,0.6363,0.16,"faiss, langchain, llms, pinecone",9.4,-1.0,77.0,0.41,False,0.581
CAND_0097972,0.6366,0.16,"embeddings, langchain, pinecone, rag",9.8,27.7,30.6,0.63,False,0.5808
CAND_0024858,0.6491,0.16,"embeddings, faiss, langchain, rag",13.7,-1.0,55.3,0.15,False,0.5807
CAND_0014180,0.6331,0.2,"embeddings, langchain, llms, pinecone, rag",9.6,41.6,53.6,0.09,False,0.5805
CAND_0056928,0.6352,0.12,"langchain, llms, pinecone",11.7,10.0,37.9,0.76,False,0.5804
CAND_0008177,0.6342,0.2,"faiss, langchain, llms, pinecone, rag",13.7,-1.0,50.8,0.26,False,0.5803
CAND_0058188,0.6357,0.08,"embeddings, faiss",14.0,37.6,38.4,0.66,False,0.5801
CAND_0057089,0.6407,0.16,"embeddings, langchain, pinecone, rag",13.8,-1.0,62.5,0.15,False,0.5801
CAND_0030446,0.6344,0.0,,13.3,44.7,62.9,0.6,False,0.5801
CAND_0095568,0.6358,0.16,"faiss, langchain, llms, pinecone",10.5,-1.0,30.4,0.1,True,0.5801
CAND_0071822,0.6337,0.12,"embeddings, langchain, llms",14.9,-1.0,69.9,0.34,False,0.58
CAND_0017706,0.6357,0.24,"embeddings, faiss, langchain, llms, pinecone, rag",8.9,10.4,52.3,0.63,False,0.58
CAND_0091698,0.6333,0.04,llms,12.6,-1.0,83.7,0.51,False,0.5798
CAND_0032699,0.6318,0.2,"embeddings, faiss, langchain, llms, rag",12.8,-1.0,41.1,0.44,False,0.5797
CAND_0014242,0.6335,0.16,"embeddings, langchain, llms, rag",9.6,36.3,52.6,0.32,False,0.5796
CAND_0002154,0.6356,0.12,"langchain, pinecone, rag",12.1,-1.0,68.0,0.32,False,0.5794
CAND_0071394,0.6494,0.08,"embeddings, llms",8.9,-1.0,72.2,0.27,True,0.5789
CAND_0099116,0.6337,0.12,"langchain, pinecone, rag",13.1,37.0,37.8,0.47,False,0.5789
CAND_0063439,0.6413,0.16,"embeddings, faiss, langchain, llms",13.4,-1.0,48.2,0.34,False,0.5789
CAND_0013618,0.6335,0.12,"faiss, langchain, llms",10.1,-1.0,42.7,0.76,False,0.5789
CAND_0063657,0.6638,0.08,"faiss, pinecone",14.9,-1.0,52.2,0.29,False,0.5787
CAND_0019625,0.6348,0.16,"embeddings, langchain, llms, pinecone",13.5,-1.0,39.4,0.58,False,0.5785
CAND_0055912,0.6351,0.2,"embeddings, faiss, langchain, llms, pinecone",12.5,-1.0,50.5,0.19,False,0.5785
CAND_0095138,0.6358,0.08,"faiss, llms",13.8,35.4,38.3,0.62,False,0.5783
CAND_0052994,0.6452,0.2,"embeddings, faiss, llms, pinecone, rag",6.6,48.2,76.3,0.7,True,0.5782
CAND_0033586,0.633,0.12,"llms, pinecone, rag",10.1,-1.0,55.0,0.54,False,0.5782
CAND_0079535,0.6318,0.0,,11.7,-1.0,78.9,0.76,False,0.5782
CAND_0094739,0.6374,0.16,"embeddings, faiss, pinecone, rag",10.1,-1.0,52.8,0.3,False,0.5781
CAND_0014195,0.6316,0.16,"embeddings, faiss, llms, pinecone",13.6,-1.0,61.6,0.25,False,0.5781
CAND_0023524,0.6395,0.2,"faiss, langchain, llms, pinecone, rag",11.9,3.5,46.8,0.13,False,0.5781
CAND_0073469,0.6346,0.16,"embeddings, langchain, llms, pinecone",12.9,43.1,34.0,0.23,False,0.5781
CAND_0023179,0.6428,0.16,"embeddings, langchain, llms, rag",10.4,21.1,40.7,0.2,False,0.5781
CAND_0032555,0.6384,0.16,"embeddings, faiss, langchain, pinecone",11.5,-1.0,41.3,0.47,False,0.578
CAND_0068552,0.6404,0.24,"embeddings, faiss, langchain, llms, pinecone, rag",9.9,-1.0,35.0,0.21,False,0.578
CAND_0091295,0.6324,0.16,"faiss, langchain, pinecone, rag",12.6,-1.0,68.8,0.11,False,0.5779
CAND_0056116,0.6351,0.2,"embeddings, faiss, langchain, pinecone, rag",9.2,-1.0,68.5,0.4,False,0.5778
CAND_0019475,0.6384,0.08,"embeddings, faiss",11.4,42.0,48.1,0.33,False,0.5777
CAND_0051210,0.6477,0.12,"faiss, langchain, llms",12.7,-1.0,52.3,0.32,False,0.5776
CAND_0079545,0.634,0.2,"embeddings, langchain, llms, pinecone, rag",14.6,-1.0,35.9,0.42,False,0.5776
CAND_0092767,0.6438,0.16,"embeddings, faiss, langchain, llms",9.0,-1.0,26.7,0.61,True,0.5775
CAND_0027527,0.6357,0.04,langchain,11.5,-1.0,33.8,0.54,True,0.5769
CAND_0053710,0.6408,0.16,"faiss, langchain, pinecone, rag",10.6,8.9,40.1,0.32,False,0.5767
CAND_0052559,0.6362,0.12,"faiss, llms, rag",8.9,-1.0,67.2,0.3,True,0.5767
CAND_0089858,0.6442,0.16,"embeddings, faiss, langchain, pinecone",14.9,-1.0,42.6,0.31,False,0.5767
CAND_0074606,0.6329,0.12,"llms, pinecone, rag",11.7,-1.0,49.6,0.58,False,0.5767
CAND_0093050,0.6348,0.24,"embeddings, faiss, langchain, llms, pinecone, rag",8.5,-1.0,58.3,0.13,True,0.5765
CAND_0062588,0.6409,0.16,"embeddings, langchain, pinecone, rag",11.7,-1.0,26.9,0.62,False,0.5765
CAND_0031271,0.6319,0.2,"embeddings, faiss, llms, pinecone, rag",11.8,24.8,39.0,0.12,False,0.5765
CAND_0040030,0.6332,0.08,"llms, rag",11.7,23.6,36.8,0.74,False,0.5763
CAND_0073384,0.6381,0.12,"langchain, llms, rag",10.8,-1.0,69.4,0.15,False,0.5763
CAND_0038894,0.6489,0.12,"embeddings, llms, pinecone",12.4,-1.0,44.6,0.38,False,0.5762
CAND_0081203,0.6497,0.2,"embeddings, faiss, llms, pinecone, rag",7.7,-1.0,75.9,0.31,True,0.5761
CAND_0021846,0.641,0.12,"embeddings, faiss, llms",14.0,-1.0,43.1,0.53,False,0.5759
CAND_0031080,0.6337,0.16,"faiss, langchain, llms, pinecone",9.6,-1.0,31.2,0.25,True,0.5759
CAND_0053325,0.6383,0.12,"faiss, llms, rag",14.6,-1.0,40.2,0.62,False,0.5759
CAND_0006479,0.6361,0.04,embeddings,10.7,15.2,63.5,0.51,False,0.5756
CAND_0020723,0.6335,0.12,"embeddings, faiss, rag",9.6,-1.0,78.0,0.32,False,0.5754
CAND_0046174,0.634,0.2,"embeddings, faiss, langchain, llms, pinecone",11.9,-1.0,53.6,0.05,False,0.5753
CAND_0001624,0.6336,0.0,,14.5,-1.0,74.9,0.7,False,0.5753
CAND_0089902,0.636,0.24,"embeddings, faiss, langchain, llms, pinecone, rag",13.7,-1.0,27.7,0.24,False,0.5751
CAND_0051207,0.6379,0.16,"embeddings, faiss, langchain, llms",14.3,1.4,48.1,0.25,False,0.5749
CAND_0051669,0.6409,0.2,"embeddings, faiss, langchain, llms, pinecone",8.8,-1.0,69.6,0.45,False,0.5748
CAND_0090939,0.6369,0.16,"embeddings, faiss, langchain, llms",9.7,-1.0,65.2,0.19,False,0.5748
CAND_0025660,0.6417,0.16,"faiss, langchain, llms, pinecone",9.4,-1.0,52.8,0.51,False,0.5745
CAND_0098809,0.6402,0.2,"faiss, langchain, llms, pinecone, rag",12.3,-1.0,44.3,0.07,False,0.5744
CAND_0079596,0.6507,0.2,"embeddings, langchain, llms, pinecone, rag",12.2,-1.0,30.8,0.12,False,0.5744
CAND_0040014,0.6451,0.16,"embeddings, langchain, llms, rag",14.4,-1.0,42.3,0.22,False,0.5743
CAND_0030437,0.6347,0.12,"faiss, pinecone, rag",11.2,15.8,33.0,0.59,False,0.5743
CAND_0016943,0.6323,0.08,"langchain, llms",10.0,44.3,39.3,0.43,False,0.574
CAND_0068145,0.6373,0.2,"faiss, langchain, llms, pinecone, rag",10.2,-1.0,28.5,0.36,False,0.5737
CAND_0003117,0.6376,0.24,"embeddings, faiss, langchain, llms, pinecone, rag",9.5,-1.0,35.3,0.37,False,0.5735
CAND_0059015,0.647,0.12,"embeddings, faiss, langchain",10.2,12.9,33.0,0.39,False,0.5735
CAND_0065016,0.6337,0.24,"embeddings, faiss, langchain, llms, pinecone, rag",8.2,-1.0,73.8,0.65,False,0.5733
CAND_0015425,0.6361,0.16,"embeddings, langchain, llms, rag",12.7,-1.0,30.9,0.52,False,0.5731
CAND_0020806,0.6475,0.08,"embeddings, pinecone",14.1,-1.0,29.2,0.76,False,0.5731
CAND_0018168,0.6324,0.0,,9.3,-1.0,72.5,0.48,True,0.5728
CAND_0008995,0.6433,0.08,"faiss, pinecone",14.1,-1.0,63.0,0.25,False,0.5727
CAND_0005014,0.6413,0.08,"faiss, rag",14.4,-1.0,40.3,0.66,False,0.5726
CAND_0021213,0.6349,0.16,"embeddings, llms, pinecone, rag",14.7,-1.0,47.4,0.25,False,0.5726
CAND_0070195,0.66,0.16,"embeddings, faiss, langchain, llms",8.3,-1.0,72.0,0.55,False,0.5725
CAND_0077350,0.6387,0.16,"langchain, llms, pinecone, rag",9.5,-1.0,50.6,0.46,False,0.5724
CAND_0047544,0.6319,0.2,"embeddings, faiss, langchain, pinecone, rag",11.0,28.2,28.6,0.11,False,0.572
CAND_0095103,0.6332,0.08,"pinecone, rag",14.9,-1.0,39.4,0.12,True,0.5719
CAND_0057552,0.6413,0.08,"embeddings, rag",13.0,-1.0,41.4,0.61,False,0.5717
CAND_0033991,0.6495,0.2,"embeddings, faiss, langchain, llms, rag",7.5,-1.0,48.3,0.76,True,0.5717
CAND_0005249,0.6329,0.2,"embeddings, faiss, langchain, llms, rag",13.8,-1.0,32.2,0.3,False,0.5715
CAND_0040186,0.6415,0.2,"embeddings, langchain, llms, pinecone, rag",8.1,-1.0,80.3,0.62,False,0.5715
CAND_0054159,0.6344,0.16,"embeddings, faiss, langchain, rag",11.0,-1.0,47.0,0.22,False,0.5713
CAND_0095506,0.6323,0.08,"embeddings, faiss",13.1,-1.0,42.3,0.73,False,0.5712
CAND_0081371,0.6395,0.12,"langchain, pinecone, rag",11.5,46.3,29.0,0.17,False,0.5712
CAND_0056890,0.6378,0.08,"embeddings, faiss",12.5,-1.0,42.7,0.62,False,0.5708
CAND_0092331,0.6424,0.12,"embeddings, faiss, langchain",8.9,2.1,61.6,0.74,False,0.5708
CAND_0070987,0.6349,0.12,"embeddings, langchain, pinecone",13.8,-1.0,37.8,0.54,False,0.5706
CAND_0086828,0.6589,0.12,"faiss, llms, pinecone",10.5,-1.0,34.4,0.19,False,0.5703
CAND_0031594,0.6377,0.2,"embeddings, faiss, langchain, llms, rag",8.9,-1.0,73.2,0.22,False,0.57
CAND_0067303,0.6336,0.08,"langchain, llms",14.8,-1.0,62.5,0.33,False,0.5699
CAND_0093214,0.6355,0.04,llms,12.2,-1.0,57.0,0.58,False,0.5697
CAND_0098389,0.6448,0.16,"faiss, langchain, pinecone, rag",10.5,4.5,37.9,0.09,False,0.5694
CAND_0007096,0.6315,0.0,,13.8,-1.0,74.7,0.54,False,0.5693
CAND_0066536,0.6318,0.16,"faiss, llms, pinecone, rag",9.0,-1.0,38.7,0.32,True,0.5689
CAND_0049310,0.6456,0.08,"llms, rag",9.4,-1.0,61.7,0.51,False,0.5689
CAND_0048812,0.6317,0.16,"embeddings, langchain, pinecone, rag",7.1,37.0,70.3,0.69,True,0.5688
CAND_0009288,0.6384,0.16,"embeddings, langchain, pinecone, rag",8.7,43.7,57.5,0.32,False,0.5687
CAND_0065473,0.6339,0.16,"embeddings, faiss, llms, rag",15.0,-1.0,32.0,0.38,False,0.5683
CAND_0075563,0.6399,0.12,"langchain, llms, pinecone",14.7,-1.0,42.1,0.3,False,0.568
CAND_0058489,0.6425,0.16,"faiss, langchain, llms, rag",11.3,-1.0,39.2,0.1,False,0.5679
CAND_0092408,0.6512,0.08,"pinecone, rag",10.5,-1.0,26.1,0.56,False,0.5675
CAND_0052937,0.6555,0.16,"embeddings, faiss, llms, rag",12.9,-1.0,26.0,0.09,False,0.5674
CAND_0041694,0.6327,0.0,,13.9,-1.0,80.0,0.37,False,0.5674
CAND_0039581,0.634,0.2,"embeddings, faiss, langchain, llms, pinecone",8.4,-1.0,58.2,0.1,True,0.5671
CAND_0003962,0.6444,0.12,"faiss, llms, pinecone",13.0,-1.0,48.5,0.08,False,0.5668
CAND_0063826,0.6385,0.12,"embeddings, pinecone, rag",8.1,-1.0,48.9,0.76,True,0.5665
CAND_0077424,0.6382,0.2,"embeddings, faiss, langchain, llms, pinecone",13.9,-1.0,29.9,0.08,False,0.5664
CAND_0012154,0.6348,0.12,"langchain, llms, rag",13.9,-1.0,57.3,0.06,False,0.5658
CAND_0059337,0.6392,0.12,"llms, pinecone, rag",12.4,-1.0,34.1,0.37,False,0.5657
CAND_0056130,0.6395,0.2,"embeddings, faiss, langchain, llms, pinecone",8.9,-1.0,29.0,0.11,True,0.5655
CAND_0018300,0.634,0.2,"embeddings, faiss, llms, pinecone, rag",8.7,-1.0,61.0,0.44,False,0.5647
CAND_0040805,0.6469,0.12,"embeddings, faiss, pinecone",10.7,-1.0,35.4,0.17,False,0.5642
CAND_0068999,0.6369,0.2,"faiss, langchain, llms, pinecone, rag",8.1,-1.0,84.1,0.39,False,0.5642
CAND_0052486,0.6366,0.24,"embeddings, faiss, langchain, llms, pinecone, rag",8.8,4.7,34.6,0.5,False,0.564
CAND_0079000,0.6523,0.12,"langchain, llms, rag",12.5,-1.0,32.7,0.11,False,0.5638
CAND_0063768,0.6378,0.12,"faiss, pinecone, rag",8.4,-1.0,69.6,0.13,True,0.5636
CAND_0003773,0.6373,0.12,"langchain, pinecone, rag",13.6,-1.0,44.7,0.15,False,0.5635
CAND_0072692,0.655,0.16,"faiss, langchain, llms, rag",6.7,46.1,71.5,0.28,True,0.5635
CAND_0004196,0.6432,0.16,"embeddings, langchain, pinecone, rag",7.2,-1.0,62.6,0.75,True,0.5634
CAND_0072652,0.6413,0.24,"embeddings, faiss, langchain, llms, pinecone, rag",7.1,-1.0,49.3,0.66,True,0.5631
CAND_0034662,0.6379,0.16,"embeddings, faiss, langchain, rag",11.9,-1.0,29.9,0.17,False,0.563
CAND_0095727,0.6362,0.2,"embeddings, faiss, langchain, pinecone, rag",8.7,-1.0,54.2,0.46,False,0.563
CAND_0010414,0.6329,0.16,"embeddings, langchain, pinecone, rag",8.7,-1.0,43.6,0.22,True,0.5629
CAND_0072678,0.6424,0.04,llms,9.6,-1.0,47.7,0.66,False,0.5629
CAND_0007978,0.6353,0.12,"embeddings, pinecone, rag",7.6,48.7,46.8,0.57,True,0.5628
CAND_0029728,0.6411,0.2,"embeddings, faiss, langchain, pinecone, rag",7.5,-1.0,83.8,0.68,False,0.5628
CAND_0028459,0.6316,0.2,"embeddings, faiss, langchain, pinecone, rag",8.9,-1.0,70.4,0.11,False,0.5623
CAND_0008892,0.6385,0.16,"embeddings, faiss, llms, rag",13.2,1.7,27.8,0.15,False,0.5622
CAND_0033411,0.6365,0.16,"embeddings, faiss, langchain, pinecone",11.2,-1.0,27.1,0.21,False,0.5621
CAND_0094783,0.6402,0.12,"embeddings, llms, pinecone",9.6,-1.0,58.6,0.09,False,0.5621
CAND_0048445,0.6376,0.08,"langchain, rag",11.5,-1.0,36.5,0.43,False,0.562
CAND_0079846,0.6334,0.12,"faiss, langchain, pinecone",9.7,-1.0,44.8,0.35,False,0.5616
CAND_0029119,0.6602,0.2,"embeddings, faiss, langchain, pinecone, rag",7.4,-1.0,79.4,0.46,False,0.5616
CAND_0015436,0.6324,0.04,embeddings,14.1,-1.0,59.5,0.32,False,0.5615
CAND_0055002,0.6324,0.12,"llms, pinecone, rag",10.3,-1.0,36.4,0.3,False,0.5614
CAND_0029751,0.6524,0.08,"pinecone, rag",7.0,-1.0,83.7,0.7,True,0.5611
CAND_0035119,0.6487,0.2,"faiss, langchain, llms, pinecone, rag",6.6,-1.0,82.9,0.44,True,0.561
CAND_0060856,0.6383,0.2,"embeddings, faiss, llms, pinecone, rag",9.1,-1.0,40.1,0.32,False,0.5608
CAND_0060726,0.6592,0.2,"faiss, langchain, llms, pinecone, rag",6.8,-1.0,52.9,0.62,True,0.5607
CAND_0091611,0.6432,0.12,"embeddings, langchain, rag",8.4,38.6,51.2,0.52,False,0.5604
CAND_0022108,0.6337,0.16,"embeddings, langchain, llms, rag",8.6,41.7,27.0,0.72,False,0.5604
CAND_0071300,0.6347,0.16,"embeddings, langchain, llms, pinecone",9.0,-1.0,57.7,0.33,False,0.5601
CAND_0006264,0.6451,0.16,"faiss, langchain, llms, pinecone",8.4,-1.0,48.3,0.71,False,0.56
CAND_0027855,0.6375,0.12,"embeddings, pinecone, rag",8.5,-1.0,62.0,0.05,True,0.5593
CAND_0037426,0.6411,0.2,"embeddings, faiss, langchain, pinecone, rag",7.2,19.4,72.7,0.75,False,0.5592
CAND_0030213,0.6321,0.2,"faiss, langchain, llms, pinecone, rag",7.9,-1.0,33.0,0.62,True,0.5591
CAND_0090251,0.6389,0.12,"langchain, llms, pinecone",9.3,35.6,30.7,0.32,False,0.5591
CAND_0056302,0.6373,0.24,"embeddings, faiss, langchain, llms, pinecone, rag",7.8,22.7,45.5,0.63,False,0.5591
CAND_0092070,0.6526,0.2,"embeddings, faiss, langchain, pinecone, rag",5.9,38.0,65.0,0.69,True,0.5589
CAND_0033612,0.6425,0.08,"langchain, llms",9.4,-1.0,67.4,0.12,False,0.5585
CAND_0027061,0.6384,0.16,"embeddings, faiss, langchain, rag",7.3,-1.0,59.5,0.65,True,0.5584
CAND_0031677,0.6319,0.08,"faiss, rag",10.4,-1.0,26.2,0.58,False,0.5584
CAND_0028080,0.6327,0.12,"faiss, langchain, llms",9.3,-1.0,67.7,0.14,False,0.5584
CAND_0026621,0.6373,0.16,"embeddings, faiss, langchain, llms",8.2,-1.0,65.4,0.62,False,0.558
CAND_0051469,0.6353,0.0,,8.8,23.6,80.9,0.56,False,0.558
CAND_0029996,0.6336,0.2,"embeddings, langchain, llms, pinecone, rag",8.5,-1.0,35.5,0.78,False,0.558
CAND_0029209,0.6464,0.16,"embeddings, llms, pinecone, rag",8.3,-1.0,69.1,0.34,False,0.5579
CAND_0039958,0.6324,0.16,"faiss, llms, pinecone, rag",9.5,-1.0,48.4,0.11,False,0.5577
CAND_0008963,0.6354,0.2,"embeddings, faiss, langchain, llms, pinecone",9.4,-1.0,35.9,0.12,False,0.5572
CAND_0014084,0.6391,0.08,"embeddings, rag",9.1,-1.0,38.1,0.15,True,0.5571
CAND_0043416,0.6576,0.2,"embeddings, faiss, langchain, llms, pinecone",7.5,-1.0,34.9,0.35,True,0.5567
CAND_0026480,0.6392,0.2,"embeddings, faiss, llms, pinecone, rag",7.1,38.7,67.5,0.65,False,0.5564
CAND_0095529,0.6362,0.16,"embeddings, langchain, pinecone, rag",8.6,49.0,45.9,0.15,False,0.5562
CAND_0099255,0.6324,0.0,,13.6,-1.0,75.7,0.07,False,0.5561
CAND_0096222,0.648,0.04,langchain,10.3,-1.0,25.7,0.44,False,0.5561
CAND_0094614,0.6516,0.12,"embeddings, langchain, rag",7.8,-1.0,67.1,0.76,False,0.5561
CAND_0070062,0.6329,0.2,"embeddings, faiss, langchain, pinecone, rag",7.6,34.9,64.5,0.49,False,0.5559
CAND_0016317,0.6384,0.2,"embeddings, faiss, llms, pinecone, rag",6.5,31.8,49.2,0.75,True,0.5559
CAND_0052141,0.6519,0.2,"embeddings, faiss, llms, pinecone, rag",7.1,-1.0,75.7,0.67,False,0.5559
CAND_0035889,0.6324,0.16,"embeddings, faiss, llms, rag",8.7,-1.0,56.7,0.44,False,0.5558
CAND_0046698,0.6354,0.2,"embeddings, faiss, langchain, pinecone, rag",7.0,28.5,44.3,0.58,True,0.5558
